#separator:tab
#html:true
What is ArcFace's key innovation?	ArcFace uses angular margin in the embedding space, which creates more intuitive geometric relationships between face embeddings. The angular distance between face vectors corresponds directly to how similar the faces are, making the learning process more stable and interpretable than previous approaches.
What is Center Loss?	Center Loss encourages faces from the same person to cluster tightly around a central point in the embedding space. While regular classification loss ensures different identities are separable, Center Loss specifically makes faces from the same identity more compact, improving the quality of face embeddings.
What are sub-centers in face recognition?	Sub-centers allow each identity to have multiple cluster centers instead of just one. This helps handle label noise in training data - clean face images cluster around one center while noisy or mislabeled images form separate clusters. The system becomes more robust to imperfect training data.
Why is angular distance preferred over Euclidean distance?	Angular distance measures the angle between face vectors, focusing on their direction rather than magnitude. This makes comparisons more stable across different lighting conditions and image qualities. Two faces pointing in the same direction are considered similar regardless of image brightness or contrast.
How did DeepFace advance face recognition?	DeepFace was the first to show that deep neural networks could achieve human-level performance on face recognition. It demonstrated that with enough training data and computational power, CNNs could learn much better face representations than previous hand-crafted feature approaches.
What was FaceNet's approach to face recognition?	FaceNet learned face embeddings directly using triplet loss, without needing intermediate classification steps. It showed that you could train a system to produce good face embeddings by teaching it that similar faces should be close together and different faces should be far apart in embedding space.
How do Vision Transformers differ from CNNs for faces?	Vision Transformers use attention mechanisms that can focus on important facial features regardless of their location, while CNNs process local regions step by step. Transformers can better handle occlusions and unusual poses by attending to visible facial parts and ignoring obscured regions.
What is the core challenge in domain adaptation?	Domain adaptation addresses the problem that face recognition systems often fail when deployed in conditions different from their training environment. A system trained on high-quality studio photos might struggle with surveillance cameras due to different lighting, angles, and image quality.
What is few-shot face recognition?	Few-shot face recognition recognizes new identities from just a few example images. This is important for practical applications where you can't collect hundreds of photos of each person. The system must learn to generalize from limited examples to recognize that person in new conditions.
Why is metric learning suitable for few-shot recognition?	Metric learning teaches systems to measure similarity between faces rather than memorizing specific identities. This means the system can compare a new person's photo to just a few reference images and determine if they match, without needing extensive retraining for each new person.
What is template-based recognition?	Template-based recognition combines multiple images of the same person to create a more robust representation. Instead of relying on a single photo that might be blurry or poorly lit, the system uses several images to build a comprehensive profile that captures different aspects of that person's appearance.
How does template fusion improve recognition?	Template fusion reduces the impact of individual poor-quality images by combining information from multiple photos. If one image is blurry and another is well-lit, the fusion process can create a representation that captures the best aspects of both images, leading to more reliable recognition.
What makes large-scale recognition challenging?	As databases grow to millions of identities, finding the correct match becomes like finding a needle in a haystack. Small differences between people become harder to detect when you have so many options to choose from, and the computational cost of searching through enormous databases becomes a practical limitation.
How does racial bias manifest in face recognition?	Racial bias appears as significantly higher error rates for certain ethnic groups, often due to training datasets that contain more examples of some groups than others. Systems that work well for well-represented groups may struggle with underrepresented groups, creating unfair performance disparities.
What causes the "other-race effect" in face recognition?	The "other-race effect" occurs when systems trained primarily on one ethnic group become less effective at distinguishing between individuals from other ethnic groups. This happens because the training data doesn't provide enough diversity to learn the distinguishing features that matter across all ethnic groups.
Why are large batch sizes important for face recognition training?	Large batch sizes provide more negative examples for comparison during training. When learning to distinguish between people, having many different identities in each training batch gives the system more opportunities to learn what makes each person unique compared to others.
What is attention in face recognition?	Attention mechanisms help the system focus on the most important parts of a face for identification. Just as humans naturally look at eyes, nose, and mouth when recognizing faces, attention allows the system to emphasize discriminative facial regions while ignoring less important background areas.
How does multi-task learning benefit face recognition?	Multi-task learning trains the system to perform several related tasks simultaneously, such as identifying people, estimating age, and recognizing expressions. Learning these related tasks together often produces better face representations than focusing solely on identification, as the additional tasks provide complementary information.
What challenges exist in cross-pose face recognition?	Cross-pose recognition must handle dramatic appearance changes as faces rotate from frontal to profile views. Features that are clearly visible from the front may be hidden in profile, and the overall face shape appears very different, making it challenging to recognize the same person across different poses.
What is age progression in face recognition?	Age progression refers to the challenge of recognizing people as they age over time. Facial features change significantly over years or decades, and systems must learn to identify the underlying identity despite these natural aging changes. This is particularly important for long-term identification systems.
What is adversarial training for face recognition?	Adversarial training improves system robustness by including deliberately challenging examples during training. These examples are designed to fool the system, forcing it to learn more robust features that work even when someone tries to attack or deceive the recognition system.
How do GANs help with face recognition data?	GANs can generate synthetic face images to augment training datasets, particularly useful when you have limited real photos of certain people or groups. They can create additional training examples with different expressions, lighting, or poses, helping to improve system performance and reduce bias.
What is continual learning in face recognition?	Continual learning enables face recognition systems to learn new identities without forgetting previously learned ones. This is crucial for practical systems that need to add new users over time without requiring complete retraining on all existing users.
How does quality assessment improve template-based systems?	Quality assessment automatically identifies which images in a template are clear and well-lit versus blurry or poorly lit. By giving more weight to high-quality images during template fusion, the system can create more reliable representations and improve overall recognition accuracy.
What is neural architecture search for face recognition?	Neural architecture search automatically discovers optimal network designs for face recognition by testing many different architectural choices. This helps find architectures that balance recognition accuracy with computational efficiency for specific deployment requirements.
How do multi-modal biometric systems work?	Multi-modal systems combine face recognition with other biometric methods like fingerprints or iris scans. By using multiple types of biological information, these systems achieve higher accuracy and security than any single biometric method alone, as it becomes much harder to fool multiple systems simultaneously.
