added_at,album_name,track_number,artists,name,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,playlist_name,playlist_description
2022-06-10T03:01:00Z,Cereja Hollywood,8,"[['Dalsin', '6W2jVpE55n1wT0SrpxoeFk'], ['Alaska', '1D8yVlgOfpn6lW5UfwOMj7'], ['Gioprod', '7wSJDGjIeffNmJg8pge4fH'], ['Matheusinho', '7a44CZgtFWpgACFj2G56JX']]",Vegana,65,0b7uj4KMIlKCsV1sO2EAWB,0.673,0.462,0,-8.763,0,0.213,0.552,1.24e-05,0.127,0.669,121.714,audio_features,0b7uj4KMIlKCsV1sO2EAWB,spotify:track:0b7uj4KMIlKCsV1sO2EAWB,https://api.spotify.com/v1/tracks/0b7uj4KMIlKCsV1sO2EAWB,https://api.spotify.com/v1/audio-analysis/0b7uj4KMIlKCsV1sO2EAWB,175082,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Poesia Acústica 11: Nada Mudou,1,"[['Pineapple StormTv', '09U6hmCerKcIJrixubiBjm'], ['Azzy', '1uf8uSErmKc3JVtmjVBZ83'], ['MC Ryan SP', '75i9GaW2MJUgt4BkdUnuUY'], ['Chris MC', '0obu7Om4zu9ahul5DI4JtY'], ['Xamã', '5YwzDz4RJfTiMHS4tdR5Lf'], ['Lourena', '3jLj1sAQaEpLpktyJmyGIh'], ['L7NNON', '0JjPiLQNgAFaEkwoy56B1C'], ['Cynthia Luz', '0QHGCPmM4UgeNvrNPntSlu'], ['Mc Poze do Rodo', '28ie4NNTa2VW2QV4Zray8M'], ['Salve Malak', '7zxFc10N9BP2lg73b8cwZ0'], ['Hunter', '20yao3GcKuVqdY7S6MAj0n']]",Poesia Acústica 11: Nada Mudou,71,6giaOyDFbE4J8iclhCdW7E,0.725,0.622,7,-5.573,0,0.0438,0.579,0.0,0.144,0.356,119.985,audio_features,6giaOyDFbE4J8iclhCdW7E,spotify:track:6giaOyDFbE4J8iclhCdW7E,https://api.spotify.com/v1/tracks/6giaOyDFbE4J8iclhCdW7E,https://api.spotify.com/v1/audio-analysis/6giaOyDFbE4J8iclhCdW7E,600000,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,A Cara do Crime 2 (Cansou de Playboy),1,"[['Mc Poze do Rodo', '28ie4NNTa2VW2QV4Zray8M'], ['Bielzin', '2vWGxqWbGgmgxVDZ5CBvBP'], ['Xamã', '5YwzDz4RJfTiMHS4tdR5Lf'], ['MC Cabelinho', '1WQBwwssN6r8DSjUlkyUGW'], ['Neo Beats', '6PERJZF7wohA034PAxDK0b'], ['Mainstreet', '25XJqeReVV38w0tR04GGBd']]",A Cara do Crime 2 (Cansou de Playboy),72,7KPhwNko8V9vYBIN653hSO,0.736,0.647,10,-2.843,0,0.324,0.233,0.0,0.198,0.5,85.126,audio_features,7KPhwNko8V9vYBIN653hSO,spotify:track:7KPhwNko8V9vYBIN653hSO,https://api.spotify.com/v1/tracks/7KPhwNko8V9vYBIN653hSO,https://api.spotify.com/v1/audio-analysis/7KPhwNko8V9vYBIN653hSO,265412,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,"Faça Dinheiro, Se Mantenha Vivo",1,"[['LEALL', '4h52MPCFvx56uhmH254Uqz'], ['KOPO', '3vSHkuSE00R9QBkm5SByaA']]","Faça Dinheiro, Se Mantenha Vivo",63,6XGN9afKuLwmXEipg53yqz,0.515,0.544,11,-5.741,0,0.458,0.727,0.0,0.147,0.283,51.612,audio_features,6XGN9afKuLwmXEipg53yqz,spotify:track:6XGN9afKuLwmXEipg53yqz,https://api.spotify.com/v1/tracks/6XGN9afKuLwmXEipg53yqz,https://api.spotify.com/v1/audio-analysis/6XGN9afKuLwmXEipg53yqz,138919,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Auxílio Emergencial do Rap,1,"[['Coruja Bc1', '6mw0OyFqwxCOmz1v3W3htO']]",Auxílio Emergencial do Rap,45,2tbnYUZqSQPSuTn2Zd0arn,0.807,0.637,10,-10.415,0,0.424,0.0435,0.0,0.0653,0.846,92.178,audio_features,2tbnYUZqSQPSuTn2Zd0arn,spotify:track:2tbnYUZqSQPSuTn2Zd0arn,https://api.spotify.com/v1/tracks/2tbnYUZqSQPSuTn2Zd0arn,https://api.spotify.com/v1/audio-analysis/2tbnYUZqSQPSuTn2Zd0arn,220435,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Imaterial (Deluxe),1,"[['Filipe Ret', '7gJN8W0589FisSYJS17K54'], ['L7NNON', '0JjPiLQNgAFaEkwoy56B1C'], ['Chris Beats Zn', '0YOr5sV4zMMyj5xviWiFjW']]",Corte Americano,74,68qqVn5kHBv4zc45SDGLnh,0.728,0.665,5,-5.519,0,0.0595,0.555,0.0,0.14,0.473,129.055,audio_features,68qqVn5kHBv4zc45SDGLnh,spotify:track:68qqVn5kHBv4zc45SDGLnh,https://api.spotify.com/v1/tracks/68qqVn5kHBv4zc45SDGLnh,https://api.spotify.com/v1/audio-analysis/68qqVn5kHBv4zc45SDGLnh,139535,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Outro Patamar,1,"[['Hungria Hip Hop', '0vLuOi2k62sHujIfplInlK'], ['Mc Lipi', '0cjkWe9VXcECGiOEHFuTfc']]",Outro Patamar,65,2857Zdt1A03QnnkhGXC1hP,0.837,0.577,3,-5.853,0,0.207,0.235,0.0,0.0753,0.564,129.944,audio_features,2857Zdt1A03QnnkhGXC1hP,spotify:track:2857Zdt1A03QnnkhGXC1hP,https://api.spotify.com/v1/tracks/2857Zdt1A03QnnkhGXC1hP,https://api.spotify.com/v1/audio-analysis/2857Zdt1A03QnnkhGXC1hP,225067,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Paraiso de Kant,1,"[['Kant', '5RHWqLCNmcKFDME3G7sxiJ']]",Paraiso de Kant,49,2ftQdqY6Gk8dUyjM6haZpo,0.914,0.578,7,-8.417,1,0.346,0.746,0.0,0.0841,0.571,94.965,audio_features,2ftQdqY6Gk8dUyjM6haZpo,spotify:track:2ftQdqY6Gk8dUyjM6haZpo,https://api.spotify.com/v1/tracks/2ftQdqY6Gk8dUyjM6haZpo,https://api.spotify.com/v1/audio-analysis/2ftQdqY6Gk8dUyjM6haZpo,148158,3,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,A Divina Comédia 2,1,"[['Rap Box', '5FEcNzwbLj2pvhgZFojYAp'], ['Fabio Brazza', '0Ludmn78UAusTsNCXgICrN'], ['Léo Casa 1', '5CLH6SMhWas8Ed7W9YZjJD'], ['Gigante No Mic', '5NjusDYM3H7nGyjgDOtLNX'], ['Mano Fler', '0bjKeFBcvURoPaJiGd0Kfx'], ['Zeus', '5kgI1wqNVu9xTVu6yO4nQG']]",A Divina Comédia 2,47,6YhXnVP8iOuM35xhYtQsJh,0.704,0.936,10,-2.582,0,0.318,0.257,0.0,0.257,0.742,93.36,audio_features,6YhXnVP8iOuM35xhYtQsJh,spotify:track:6YhXnVP8iOuM35xhYtQsJh,https://api.spotify.com/v1/tracks/6YhXnVP8iOuM35xhYtQsJh,https://api.spotify.com/v1/audio-analysis/6YhXnVP8iOuM35xhYtQsJh,319992,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Playboy,1,"[['Krawk', '7a99I3BHPvsv4aBVNqb4g4'], ['Hungria Hip Hop', '0vLuOi2k62sHujIfplInlK'], ['André Nine', '5cc7XCY3YdVmFDYw9LklMq']]",PLAYBOY,59,09fwIEKQWl8kZvHEgwRXeg,0.751,0.44,5,-8.77,1,0.0795,0.251,0.0,0.115,0.367,140.073,audio_features,09fwIEKQWl8kZvHEgwRXeg,spotify:track:09fwIEKQWl8kZvHEgwRXeg,https://api.spotify.com/v1/tracks/09fwIEKQWl8kZvHEgwRXeg,https://api.spotify.com/v1/audio-analysis/09fwIEKQWl8kZvHEgwRXeg,203143,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Nathalina,1,"[['Kant', '5RHWqLCNmcKFDME3G7sxiJ'], ['Spinardi', '5rohxv1cRfQwpG8W9uxSle'], ['JG', '4H0H0ZdeSMxAMrYhWHUogD'], ['Savage TV', '69bnICoeTmnTXMXzR0HV60']]",Nathalina,45,39KW45pJsJwZugxiFpx340,0.548,0.721,11,-6.755,0,0.331,0.01,0.0,0.201,0.548,95.039,audio_features,39KW45pJsJwZugxiFpx340,spotify:track:39KW45pJsJwZugxiFpx340,https://api.spotify.com/v1/tracks/39KW45pJsJwZugxiFpx340,https://api.spotify.com/v1/audio-analysis/39KW45pJsJwZugxiFpx340,240274,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Pique Peaky Blinders,1,"[['Black Alien', '6aCbXH85qN6xo54C7atSMx']]",Pique Peaky Blinders,54,3PbWQTnOxpbZCyGjZuWUhk,0.685,0.671,9,-4.886,1,0.32,0.166,0.0,0.709,0.753,169.957,audio_features,3PbWQTnOxpbZCyGjZuWUhk,spotify:track:3PbWQTnOxpbZCyGjZuWUhk,https://api.spotify.com/v1/tracks/3PbWQTnOxpbZCyGjZuWUhk,https://api.spotify.com/v1/audio-analysis/3PbWQTnOxpbZCyGjZuWUhk,185605,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,R.U.A 12 Batalha de Vida,1,"[['Fabio Brazza', '0Ludmn78UAusTsNCXgICrN'], ['Nocivo Shomon', '7fVTW9oFlXKy9tzG15tcof'], ['Jhony Mc', '4hTGLEnPwUsmgakVoSo9Ww'], ['Krawk', '7a99I3BHPvsv4aBVNqb4g4'], ['Max Bo', '5XXPhWP74GdoaxLyoljzsS'], ['Alves', '2zS9YaAB6eGPZYhHdFeMvN'], ['Sid', '05BrFNfdik79RdmOG1Ux1Q']]",R.U.A 12 Batalha de Vida,47,1E8nSsB4EKkKlOQOfUA9mV,0.739,0.571,4,-10.343,0,0.403,0.449,0.0,0.324,0.656,160.191,audio_features,1E8nSsB4EKkKlOQOfUA9mV,spotify:track:1E8nSsB4EKkKlOQOfUA9mV,https://api.spotify.com/v1/tracks/1E8nSsB4EKkKlOQOfUA9mV,https://api.spotify.com/v1/audio-analysis/1E8nSsB4EKkKlOQOfUA9mV,618000,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Tamo Gigante,1,"[['Haikaiss', '53iGNetIf91uZx4Jb54cgb'], ['Major RD', '76hYPcWML9NGEh8LashwT5'], ['Chayco', '0titiXdcUTRXpX2CFeShdk']]",Tamo Gigante,53,4TZb54H3UesQom2lskMF3B,0.913,0.691,10,-6.794,0,0.318,0.0992,0.0,0.102,0.754,120.06,audio_features,4TZb54H3UesQom2lskMF3B,spotify:track:4TZb54H3UesQom2lskMF3B,https://api.spotify.com/v1/tracks/4TZb54H3UesQom2lskMF3B,https://api.spotify.com/v1/audio-analysis/4TZb54H3UesQom2lskMF3B,316000,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,HERMÈS,1,"[['L7NNON', '0JjPiLQNgAFaEkwoy56B1C'], ['LeodoKick', '1WZNkLRhjvZKzZlSKL7FxX'], ['MD Chefe', '6yZKPB8eRoJesHjtxPxSLs']]",HERMÈS,59,65YQv0Ulsp2ZnL0Uv4l6Nu,0.822,0.454,1,-9.677,1,0.269,0.343,0.0,0.0852,0.376,105.938,audio_features,65YQv0Ulsp2ZnL0Uv4l6Nu,spotify:track:65YQv0Ulsp2ZnL0Uv4l6Nu,https://api.spotify.com/v1/tracks/65YQv0Ulsp2ZnL0Uv4l6Nu,https://api.spotify.com/v1/audio-analysis/65YQv0Ulsp2ZnL0Uv4l6Nu,171368,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Conta Bancária,1,"[['Kawe', '1TYJOhNSxMOODWiDVhuyZb'], ['DJ Gui', '3ojbgoniv6UU4eR2HM22wK'], ['Original Quality', '5ZTnWo7IY6rdIxm6aTSR84'], ['Elenko Music', '6OAAuXhPzzofYSaiIGHasL']]",Conta Bancária,52,5nxCzBk3pUc9qUz0xM0B9q,0.863,0.586,2,-4.856,0,0.0633,0.475,0.0,0.0621,0.542,115.012,audio_features,5nxCzBk3pUc9qUz0xM0B9q,spotify:track:5nxCzBk3pUc9qUz0xM0B9q,https://api.spotify.com/v1/tracks/5nxCzBk3pUc9qUz0xM0B9q,https://api.spotify.com/v1/audio-analysis/5nxCzBk3pUc9qUz0xM0B9q,156522,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Click Click,1,"[['Costa Gold', '7q1aEytv83jXNECmyaMhgn'], ['André Nine', '5cc7XCY3YdVmFDYw9LklMq']]",Click Click,59,6alYP3Evm5VVWuvaEQFyln,0.832,0.666,0,-7.045,1,0.299,0.24,0.0,0.047,0.68,114.873,audio_features,6alYP3Evm5VVWuvaEQFyln,spotify:track:6alYP3Evm5VVWuvaEQFyln,https://api.spotify.com/v1/tracks/6alYP3Evm5VVWuvaEQFyln,https://api.spotify.com/v1/audio-analysis/6alYP3Evm5VVWuvaEQFyln,210783,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Liderança,1,"[['Rock Danger', '1mjuRRMumbLmGmHmYvMDcb'], ['Major RD', '76hYPcWML9NGEh8LashwT5'], ['Borges', '6jBww4kwlSrjaNYP7AQPtX'], ['KIB7', '7lSYO6wq6ueSYYIEUbF92u']]",Liderança,63,7dKz6xy1ZMywmrrP5HMw8u,0.73,0.813,5,-4.264,0,0.0917,0.696,3.22e-05,0.127,0.619,109.942,audio_features,7dKz6xy1ZMywmrrP5HMw8u,spotify:track:7dKz6xy1ZMywmrrP5HMw8u,https://api.spotify.com/v1/tracks/7dKz6xy1ZMywmrrP5HMw8u,https://api.spotify.com/v1/audio-analysis/7dKz6xy1ZMywmrrP5HMw8u,210445,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,LITTLE HAIR,14,"[['MC Cabelinho', '1WQBwwssN6r8DSjUlkyUGW'], ['MD Chefe', '6yZKPB8eRoJesHjtxPxSLs'], ['DomLaike', '4PzPx1yc3kGVo4EgCiLqCQ'], ['Dj Felipe Rosa', '02ESSPEzwYHnLH7SjiG8oj']]",RIO SUL,61,7fA1lo7delfwVjq7Ccg0fp,0.745,0.598,1,-6.906,1,0.252,0.413,0.0,0.269,0.447,120.005,audio_features,7fA1lo7delfwVjq7Ccg0fp,spotify:track:7fA1lo7delfwVjq7Ccg0fp,https://api.spotify.com/v1/tracks/7fA1lo7delfwVjq7Ccg0fp,https://api.spotify.com/v1/audio-analysis/7fA1lo7delfwVjq7Ccg0fp,140000,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Atg Tape,6,"[['MD Chefe', '6yZKPB8eRoJesHjtxPxSLs'], ['L7NNON', '0JjPiLQNgAFaEkwoy56B1C'], ['Offlei Sounds', '7Kqcr4CkcQHjHiw3aPfFkC'], ['PL Quest', '6J6U2JAv7LUF0cSQ98gpjM']]",Fragrância - Remix,64,76E9YSvgci2hPaNFy3XZu1,0.74,0.623,7,-6.107,0,0.267,0.503,0.0,0.199,0.529,111.872,audio_features,76E9YSvgci2hPaNFy3XZu1,spotify:track:76E9YSvgci2hPaNFy3XZu1,https://api.spotify.com/v1/tracks/76E9YSvgci2hPaNFy3XZu1,https://api.spotify.com/v1/audio-analysis/76E9YSvgci2hPaNFy3XZu1,171428,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Nada é pra sempre,1,"[['L7NNON', '0JjPiLQNgAFaEkwoy56B1C']]",Nada é pra sempre,59,4snS270Q8UbYfyVIO0YZ4g,0.721,0.482,0,-10.247,1,0.0768,0.192,0.0,0.0537,0.37,95.055,audio_features,4snS270Q8UbYfyVIO0YZ4g,spotify:track:4snS270Q8UbYfyVIO0YZ4g,https://api.spotify.com/v1/tracks/4snS270Q8UbYfyVIO0YZ4g,https://api.spotify.com/v1/audio-analysis/4snS270Q8UbYfyVIO0YZ4g,229928,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Quer Voar,1,"[['Matuê', '5nP8x4uEFjAAmDzwOEc9b8']]",Quer Voar,75,7aZusA4cWXz3Wv9e9uhavz,0.806,0.595,8,-6.166,0,0.246,0.138,0.0,0.0882,0.677,82.492,audio_features,7aZusA4cWXz3Wv9e9uhavz,spotify:track:7aZusA4cWXz3Wv9e9uhavz,https://api.spotify.com/v1/tracks/7aZusA4cWXz3Wv9e9uhavz,https://api.spotify.com/v1/audio-analysis/7aZusA4cWXz3Wv9e9uhavz,187636,4,AULAS,black alien é AULAS
2022-06-10T03:01:00Z,Vida Toda - Spotify Singles,1,"[['L7NNON', '0JjPiLQNgAFaEkwoy56B1C']]",Vida Toda - Spotify Singles,67,1qxuVUQPbhbp4jDXaN8fJT,0.755,0.476,9,-7.439,1,0.12,0.113,0.0,0.179,0.502,129.833,audio_features,1qxuVUQPbhbp4jDXaN8fJT,spotify:track:1qxuVUQPbhbp4jDXaN8fJT,https://api.spotify.com/v1/tracks/1qxuVUQPbhbp4jDXaN8fJT,https://api.spotify.com/v1/audio-analysis/1qxuVUQPbhbp4jDXaN8fJT,153245,4,AULAS,black alien é AULAS
