,added_at,album_name,track_number,artists,name,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
10,2021-03-13T15:01:00Z,De 90 pra Cá,1,"[['Kawe', '1TYJOhNSxMOODWiDVhuyZb'], ['Dexter', '76IyGPd3y2mBZCljGcke0x'], ['Elenko Week', '7i5nEmcVfMqh6hm0wVadrw']]",De 90 pra Cá,63,4u47lJWoqhJi8zWkZ13l7L,0.729,0.683,11,-5.694,0,0.226,0.706,3.81e-05,0.14,0.736,107.72,audio_features,4u47lJWoqhJi8zWkZ13l7L,spotify:track:4u47lJWoqhJi8zWkZ13l7L,https://api.spotify.com/v1/tracks/4u47lJWoqhJi8zWkZ13l7L,https://api.spotify.com/v1/audio-analysis/4u47lJWoqhJi8zWkZ13l7L,217778,4
11,2021-03-13T15:01:00Z,Campo Minado,1,"[['Cynthia Luz', '0QHGCPmM4UgeNvrNPntSlu'], ['Froid', '45Yz90pqjzEdJzpEQg1eII'], ['OG L', '6usXKXCK5gkyeZ18o3Fmg6']]",Campo Minado,56,19ZHABf7sgrzyfsHjjLALd,0.734,0.535,7,-7.673,0,0.117,0.252,0.0,0.146,0.314,119.072,audio_features,19ZHABf7sgrzyfsHjjLALd,spotify:track:19ZHABf7sgrzyfsHjjLALd,https://api.spotify.com/v1/tracks/19ZHABf7sgrzyfsHjjLALd,https://api.spotify.com/v1/audio-analysis/19ZHABf7sgrzyfsHjjLALd,140000,4
12,2021-03-13T15:01:00Z,Sistema Obtuso,1,"[['Criolo', '37ZflmHTdxkSLQuT8w9NBs'], ['Tropkillaz', '5bzWtCkjIAMgN93gLt56SO']]",Sistema Obtuso,58,2IIWfrGNeZHvIoPeFXECRs,0.808,0.792,1,-3.39,1,0.268,0.294,0.0,0.124,0.348,138.041,audio_features,2IIWfrGNeZHvIoPeFXECRs,spotify:track:2IIWfrGNeZHvIoPeFXECRs,https://api.spotify.com/v1/tracks/2IIWfrGNeZHvIoPeFXECRs,https://api.spotify.com/v1/audio-analysis/2IIWfrGNeZHvIoPeFXECRs,199130,4
13,2021-03-13T15:01:00Z,Jogador Caro,3,"[['Felp 22', '56IPf5d631ccKOTmo8RFHK']]",Linda e Doida,60,2YyXU2abqxPVHOLwHh82hw,0.519,0.674,8,-5.38,0,0.116,0.0346,1.45e-06,0.0984,0.882,110.64,audio_features,2YyXU2abqxPVHOLwHh82hw,spotify:track:2YyXU2abqxPVHOLwHh82hw,https://api.spotify.com/v1/tracks/2YyXU2abqxPVHOLwHh82hw,https://api.spotify.com/v1/audio-analysis/2YyXU2abqxPVHOLwHh82hw,187598,3
14,2021-03-13T15:01:00Z,UAU!,1,"[['Costa Gold', '7q1aEytv83jXNECmyaMhgn'], ['André Nine', '5cc7XCY3YdVmFDYw9LklMq']]",Uau!,68,5jo4ocTfihMYTsq1Z4ze9h,0.849,0.572,1,-8.913,1,0.336,0.0342,0.0,0.0768,0.881,153.96,audio_features,5jo4ocTfihMYTsq1Z4ze9h,spotify:track:5jo4ocTfihMYTsq1Z4ze9h,https://api.spotify.com/v1/tracks/5jo4ocTfihMYTsq1Z4ze9h,https://api.spotify.com/v1/audio-analysis/5jo4ocTfihMYTsq1Z4ze9h,189351,4
15,2021-03-13T15:01:00Z,Amor de Fim de Noite,1,"[['Orochi', '3rfM2cGqF6DB0kUyytMkXx'], ['Papatinho', '0iZz25uH5PLaShpqq84uYv']]",Amor de Fim de Noite,62,0nDnvGagGAQP5vpgCyS5yH,0.472,0.427,7,-9.693,0,0.0664,0.841,0.0,0.0839,0.692,139.532,audio_features,0nDnvGagGAQP5vpgCyS5yH,spotify:track:0nDnvGagGAQP5vpgCyS5yH,https://api.spotify.com/v1/tracks/0nDnvGagGAQP5vpgCyS5yH,https://api.spotify.com/v1/audio-analysis/0nDnvGagGAQP5vpgCyS5yH,221143,4
16,2021-03-13T15:01:00Z,Ilusão,1,"[['Filipe Ret', '7gJN8W0589FisSYJS17K54']]",Ilusão,68,3QpkDyuXdjxhIyLyKtyC6O,0.596,0.607,5,-6.682,0,0.209,0.34,0.0,0.0808,0.446,129.252,audio_features,3QpkDyuXdjxhIyLyKtyC6O,spotify:track:3QpkDyuXdjxhIyLyKtyC6O,https://api.spotify.com/v1/tracks/3QpkDyuXdjxhIyLyKtyC6O,https://api.spotify.com/v1/audio-analysis/3QpkDyuXdjxhIyLyKtyC6O,217732,5
17,2021-03-13T15:01:00Z,Abre a porta,1,"[['L7NNON', '0JjPiLQNgAFaEkwoy56B1C']]",Abre a porta,62,4ispiK8sx7pBgNlYjXunZm,0.635,0.533,1,-9.402,0,0.394,0.296,0.000107,0.0872,0.737,95.995,audio_features,4ispiK8sx7pBgNlYjXunZm,spotify:track:4ispiK8sx7pBgNlYjXunZm,https://api.spotify.com/v1/tracks/4ispiK8sx7pBgNlYjXunZm,https://api.spotify.com/v1/audio-analysis/4ispiK8sx7pBgNlYjXunZm,142500,4
18,2021-03-13T15:01:00Z,Tão Real,15,"[['Rashid', '5WgRuO0mhM36NFoapzpWBH'], ['Lukinhas', '0vsOB7tW4ItHtdZBzKQZxp'], ['Emicida', '2d9LRvQJnAXRijqIJDDs2K']]",Pipa Voada (feat. Emicida),72,3oqC4Ta40ft6NnTJwcUTdi,0.758,0.732,5,-5.511,0,0.051,0.489,0.0,0.13,0.924,90.038,audio_features,3oqC4Ta40ft6NnTJwcUTdi,spotify:track:3oqC4Ta40ft6NnTJwcUTdi,https://api.spotify.com/v1/tracks/3oqC4Ta40ft6NnTJwcUTdi,https://api.spotify.com/v1/audio-analysis/3oqC4Ta40ft6NnTJwcUTdi,185333,4
19,2021-03-13T15:01:00Z,Máquina do Tempo,7,"[['Matuê', '5nP8x4uEFjAAmDzwOEc9b8']]",Máquina do Tempo,74,5oI9blwsXC8AkTWw6wASY8,0.629,0.727,4,-4.387,0,0.0499,0.0647,0.0,0.138,0.132,149.978,audio_features,5oI9blwsXC8AkTWw6wASY8,spotify:track:5oI9blwsXC8AkTWw6wASY8,https://api.spotify.com/v1/tracks/5oI9blwsXC8AkTWw6wASY8,https://api.spotify.com/v1/audio-analysis/5oI9blwsXC8AkTWw6wASY8,230400,4
20,2021-03-13T15:01:00Z,Estilo Coyote,1,"[['Salvador Da Rima', '3zUcyANWSbo98ikca4ugrV']]",Estilo Coyote,63,0S8wE0j00zo0giZ2PkWmUD,0.803,0.489,5,-8.437,0,0.437,0.437,0.0,0.0895,0.785,92.035,audio_features,0S8wE0j00zo0giZ2PkWmUD,spotify:track:0S8wE0j00zo0giZ2PkWmUD,https://api.spotify.com/v1/tracks/0S8wE0j00zo0giZ2PkWmUD,https://api.spotify.com/v1/audio-analysis/0S8wE0j00zo0giZ2PkWmUD,174212,4
21,2021-03-13T15:01:00Z,BurleMarx,4,"[['Chinv', '6NTiankZRvz9miBAa9fLuS']]",Mantra,49,1aDiqoq9enIQrkGCGRV8zC,0.729,0.751,6,-4.312,1,0.142,0.183,0.0179,0.186,0.71,140.119,audio_features,1aDiqoq9enIQrkGCGRV8zC,spotify:track:1aDiqoq9enIQrkGCGRV8zC,https://api.spotify.com/v1/tracks/1aDiqoq9enIQrkGCGRV8zC,https://api.spotify.com/v1/audio-analysis/1aDiqoq9enIQrkGCGRV8zC,156009,4
22,2021-03-13T15:01:00Z,Monstro Invisível,1,"[['Sabotage', '5deK5HnwbEKvge2svL0i0B'], ['MC Hariel', '0pcoadNMmvrUyab1RxWBoV'], ['DJ Kalfani', '02RSgo6GjUSDChRsq79jTg']]",Monstro Invisível,58,2ginfOlYya4ufBRgkWFmwE,0.765,0.684,10,-7.604,0,0.308,0.135,0.0,0.128,0.45,89.886,audio_features,2ginfOlYya4ufBRgkWFmwE,spotify:track:2ginfOlYya4ufBRgkWFmwE,https://api.spotify.com/v1/tracks/2ginfOlYya4ufBRgkWFmwE,https://api.spotify.com/v1/audio-analysis/2ginfOlYya4ufBRgkWFmwE,243333,4
23,2021-03-13T15:01:00Z,Poesia Acústica #9: Melhor Forma,1,"[['Pineapple StormTv', '09U6hmCerKcIJrixubiBjm'], ['L7NNON', '0JjPiLQNgAFaEkwoy56B1C'], ['Chris MC', '0obu7Om4zu9ahul5DI4JtY'], ['Xamã', '5YwzDz4RJfTiMHS4tdR5Lf'], ['Lourena', '3jLj1sAQaEpLpktyJmyGIh'], ['César Mc', '19JY4BpaJkAlSR4iDxB1MX'], ['Djonga', '204IwDdaHE4ymGk9Kya2pY'], ['Filipe Ret', '7gJN8W0589FisSYJS17K54'], ['Salve Malak', '7zxFc10N9BP2lg73b8cwZ0']]",Poesia Acústica #9: Melhor Forma,75,2fmeSswdyVq4wcqhY41UHk,0.733,0.688,1,-5.458,0,0.0672,0.455,0.0,0.117,0.654,130.026,audio_features,2fmeSswdyVq4wcqhY41UHk,spotify:track:2fmeSswdyVq4wcqhY41UHk,https://api.spotify.com/v1/tracks/2fmeSswdyVq4wcqhY41UHk,https://api.spotify.com/v1/audio-analysis/2fmeSswdyVq4wcqhY41UHk,611077,4
24,2021-03-13T15:01:00Z,Química,1,"[['MC Cabelinho', '1WQBwwssN6r8DSjUlkyUGW']]",Química,58,5RTtCd89bpX4lSRaYgKd8r,0.684,0.634,11,-8.024,0,0.432,0.444,0.0,0.104,0.767,91.283,audio_features,5RTtCd89bpX4lSRaYgKd8r,spotify:track:5RTtCd89bpX4lSRaYgKd8r,https://api.spotify.com/v1/tracks/5RTtCd89bpX4lSRaYgKd8r,https://api.spotify.com/v1/audio-analysis/5RTtCd89bpX4lSRaYgKd8r,153413,4
25,2021-03-13T15:01:00Z,Fellini,1,"[['Criolo', '37ZflmHTdxkSLQuT8w9NBs']]",Fellini,53,7nYbKsvhM88mHCmFsAIQVp,0.805,0.746,1,-5.211,0,0.185,0.238,0.0,0.215,0.717,127.922,audio_features,7nYbKsvhM88mHCmFsAIQVp,spotify:track:7nYbKsvhM88mHCmFsAIQVp,https://api.spotify.com/v1/tracks/7nYbKsvhM88mHCmFsAIQVp,https://api.spotify.com/v1/audio-analysis/7nYbKsvhM88mHCmFsAIQVp,171989,4
26,2021-03-13T15:01:00Z,Modo Trapaça,1,"[['Kawe', '1TYJOhNSxMOODWiDVhuyZb']]",Modo Trapaça,62,3OAOGZwWMzP24qefZmPYWR,0.856,0.72,8,-6.618,1,0.0464,0.191,7.3e-06,0.194,0.45,110.015,audio_features,3OAOGZwWMzP24qefZmPYWR,spotify:track:3OAOGZwWMzP24qefZmPYWR,https://api.spotify.com/v1/tracks/3OAOGZwWMzP24qefZmPYWR,https://api.spotify.com/v1/audio-analysis/3OAOGZwWMzP24qefZmPYWR,192000,4
27,2021-03-13T15:01:00Z,Perfume,1,"[['Konai', '12YpLBd0FvDYA0c4nsaxFp'], ['kamaitachi', '1ISc8zhrqxd5WrJMkMMLSm'], ['Pineapple StormTv', '09U6hmCerKcIJrixubiBjm']]",Perfume,62,4ZREaPhlA5mqZMFTSQBfzw,0.558,0.247,2,-10.607,0,0.0545,0.888,0.0,0.188,0.669,85.445,audio_features,4ZREaPhlA5mqZMFTSQBfzw,spotify:track:4ZREaPhlA5mqZMFTSQBfzw,https://api.spotify.com/v1/tracks/4ZREaPhlA5mqZMFTSQBfzw,https://api.spotify.com/v1/audio-analysis/4ZREaPhlA5mqZMFTSQBfzw,204088,4
28,2021-03-13T15:01:00Z,Acende o Isqueiro,1,"[['Orochi', '3rfM2cGqF6DB0kUyytMkXx'], ['Kizzy', '2NMYOlZHIEsSq7pp5jBjic']]",Acende o Isqueiro,65,1DdEU9f7uXklMx6Dm0Mdwq,0.48,0.565,8,-9.954,0,0.375,0.38,0.0,0.096,0.806,112.988,audio_features,1DdEU9f7uXklMx6Dm0Mdwq,spotify:track:1DdEU9f7uXklMx6Dm0Mdwq,https://api.spotify.com/v1/tracks/1DdEU9f7uXklMx6Dm0Mdwq,https://api.spotify.com/v1/audio-analysis/1DdEU9f7uXklMx6Dm0Mdwq,207529,5
29,2021-03-13T15:01:00Z,GRIFF,5,"[['WC no Beat', '2QjS2N6sORI7H4qbf6xitS'], ['MC G15', '3Nipsl6GVwwGyeAk0J29C6'], ['Xamã', '5YwzDz4RJfTiMHS4tdR5Lf'], ['POCAH', '11iQCRz636WFdHj42qxAF6']]",ROLÉ NO RIO,51,1g5yPr4WMRcRcxi86Khs4M,0.7,0.826,4,-4.688,0,0.157,0.191,0.0,0.0978,0.333,138.039,audio_features,1g5yPr4WMRcRcxi86Khs4M,spotify:track:1g5yPr4WMRcRcxi86Khs4M,https://api.spotify.com/v1/tracks/1g5yPr4WMRcRcxi86Khs4M,https://api.spotify.com/v1/audio-analysis/1g5yPr4WMRcRcxi86Khs4M,203495,4
30,2021-03-13T15:01:00Z,Berenice (Papasessions #6) [feat. CALIFFA],1,"[['L7NNON', '0JjPiLQNgAFaEkwoy56B1C'], ['Dfideliz', '0oNOkdVXXFaWC9tPb7Ol10'], ['BIN', '1WXbiUMl1AT9Inb619xPUg'], ['CALIFFA', '1PSbZri8ZpIcScw1WFMzjD']]",Berenice (Papasessions #6) [feat. CALIFFA],67,58TLpLev8A4GFCUizxpF7T,0.705,0.363,7,-10.788,0,0.362,0.725,0.0,0.092,0.862,160.144,audio_features,58TLpLev8A4GFCUizxpF7T,spotify:track:58TLpLev8A4GFCUizxpF7T,https://api.spotify.com/v1/tracks/58TLpLev8A4GFCUizxpF7T,https://api.spotify.com/v1/audio-analysis/58TLpLev8A4GFCUizxpF7T,301547,4
31,2021-03-13T15:01:00Z,Bora Ser,1,"[['Pineapple StormTv', '09U6hmCerKcIJrixubiBjm'], ['Filipe Ret', '7gJN8W0589FisSYJS17K54'], ['Chris MC', '0obu7Om4zu9ahul5DI4JtY'], ['Xamã', '5YwzDz4RJfTiMHS4tdR5Lf'], ['2Nunaip', '4qeiAh3nfvR4odsDr3bISi']]",Bora Ser,55,4nJ8ZmUAGopgJ4getE1o4z,0.637,0.764,7,-5.763,1,0.0818,0.111,1.31e-06,0.0815,0.549,191.83,audio_features,4nJ8ZmUAGopgJ4getE1o4z,spotify:track:4nJ8ZmUAGopgJ4getE1o4z,https://api.spotify.com/v1/tracks/4nJ8ZmUAGopgJ4getE1o4z,https://api.spotify.com/v1/audio-analysis/4nJ8ZmUAGopgJ4getE1o4z,205000,4
32,2021-03-13T15:01:00Z,Histórias da Minha Área,1,"[['Djonga', '204IwDdaHE4ymGk9Kya2pY'], ['Bia Nogueira', '337gunwEwXj6BjKbSo3Uo6']]",O Cara de Óculos (prod. Coyote Beatz),60,1chg0t03u3PDcYwABCYWKG,0.738,0.784,0,-4.787,1,0.135,0.00237,0.0,0.126,0.354,125.021,audio_features,1chg0t03u3PDcYwABCYWKG,spotify:track:1chg0t03u3PDcYwABCYWKG,https://api.spotify.com/v1/tracks/1chg0t03u3PDcYwABCYWKG,https://api.spotify.com/v1/audio-analysis/1chg0t03u3PDcYwABCYWKG,250016,4
33,2021-03-13T15:01:00Z,Saturno,1,"[['BIN', '1WXbiUMl1AT9Inb619xPUg'], ['Mainstreet', '25XJqeReVV38w0tR04GGBd'], ['Ajaxx', '0y7B2G0jNMGWyQJsOoRMUt']]",Saturno,80,68cPbG7hJnwDW9nPX1uQcX,0.694,0.551,5,-5.929,1,0.0485,0.704,0.0,0.1,0.908,95.003,audio_features,68cPbG7hJnwDW9nPX1uQcX,spotify:track:68cPbG7hJnwDW9nPX1uQcX,https://api.spotify.com/v1/tracks/68cPbG7hJnwDW9nPX1uQcX,https://api.spotify.com/v1/audio-analysis/68cPbG7hJnwDW9nPX1uQcX,186947,4
34,2021-03-13T15:01:00Z,O Iluminado,2,"[['Xamã', '5YwzDz4RJfTiMHS4tdR5Lf'], ['CMK', '6QmnOxsr8M6iD5Zqpb2src'], ['Orochi', '3rfM2cGqF6DB0kUyytMkXx']]",American Pie,59,1PZUD6jjtYsOUC9vDjdJHK,0.583,0.468,9,-8.794,0,0.339,0.334,0.0,0.1,0.322,130.002,audio_features,1PZUD6jjtYsOUC9vDjdJHK,spotify:track:1PZUD6jjtYsOUC9vDjdJHK,https://api.spotify.com/v1/tracks/1PZUD6jjtYsOUC9vDjdJHK,https://api.spotify.com/v1/audio-analysis/1PZUD6jjtYsOUC9vDjdJHK,179077,4
35,2021-03-13T15:01:00Z,Vergonha pra Midia,1,"[['Salvador Da Rima', '3zUcyANWSbo98ikca4ugrV'], ['NOG', '1QAoT8rjnSPy5pXpu3yiHS'], ['Mc Kevin', '5pBMkZNIlbGTH3hrsQJqAa'], ['MC Ryan SP', '75i9GaW2MJUgt4BkdUnuUY'], ['Mc Lele JP', '1mV9h1AwhRXSjBFcYpajgY']]",Vergonha pra Midia,69,5JsxHA8NttHWThpTCToK1J,0.814,0.671,0,-6.813,1,0.297,0.219,0.0,0.0736,0.593,83.944,audio_features,5JsxHA8NttHWThpTCToK1J,spotify:track:5JsxHA8NttHWThpTCToK1J,https://api.spotify.com/v1/tracks/5JsxHA8NttHWThpTCToK1J,https://api.spotify.com/v1/audio-analysis/5JsxHA8NttHWThpTCToK1J,385357,4
36,2021-03-13T15:01:00Z,Marília Mendonça,1,"[['BIN', '1WXbiUMl1AT9Inb619xPUg'], ['Mainstreet', '25XJqeReVV38w0tR04GGBd'], ['Mãolee', '72aE07MxpePfCELo4vGZcK']]",Marília Mendonça,67,1CBjYXLotHrkiykMbI7EaU,0.633,0.631,4,-6.847,0,0.296,0.3,0.0,0.1,0.512,139.755,audio_features,1CBjYXLotHrkiykMbI7EaU,spotify:track:1CBjYXLotHrkiykMbI7EaU,https://api.spotify.com/v1/tracks/1CBjYXLotHrkiykMbI7EaU,https://api.spotify.com/v1/audio-analysis/1CBjYXLotHrkiykMbI7EaU,113519,4
37,2021-03-13T15:01:00Z,Merci £,2,"[['Sidoka', '7EyzyrMNgqiK8bMrbkOT9l']]",Qq cê tá insinuando,62,7ICkpwQdejZF5uo71TuYSP,0.816,0.55,3,-7.418,0,0.446,0.121,0.0,0.107,0.452,119.973,audio_features,7ICkpwQdejZF5uo71TuYSP,spotify:track:7ICkpwQdejZF5uo71TuYSP,https://api.spotify.com/v1/tracks/7ICkpwQdejZF5uo71TuYSP,https://api.spotify.com/v1/audio-analysis/7ICkpwQdejZF5uo71TuYSP,176200,4
38,2021-03-13T15:01:00Z,O Líder em Movimento,1,"[['BK', '1YOVBTvznjiDvtAj4ExHeo']]",Movimento,56,1ZjeSBSlwwddWUTa982kBA,0.714,0.553,4,-7.77,0,0.0712,0.293,0.0,0.205,0.22,102.02,audio_features,1ZjeSBSlwwddWUTa982kBA,spotify:track:1ZjeSBSlwwddWUTa982kBA,https://api.spotify.com/v1/tracks/1ZjeSBSlwwddWUTa982kBA,https://api.spotify.com/v1/audio-analysis/1ZjeSBSlwwddWUTa982kBA,215152,4
39,2021-03-13T15:01:00Z,Não Tem Bacanal na Quarentena,3,"[['Baco Exu do Blues', '78nr1pVnDR7qZH6QbVMYZf'], ['Muse Maya', '3aHNIgKMKMb0hmklcLXxkm']]",Ela É Gostosa Pra Caralho,60,2SkP3MIByz26LEAAQjauhl,0.662,0.48,10,-10.411,0,0.0474,0.168,0.0,0.109,0.187,114.959,audio_features,2SkP3MIByz26LEAAQjauhl,spotify:track:2SkP3MIByz26LEAAQjauhl,https://api.spotify.com/v1/tracks/2SkP3MIByz26LEAAQjauhl,https://api.spotify.com/v1/audio-analysis/2SkP3MIByz26LEAAQjauhl,183214,4
40,2021-03-13T15:01:00Z,Favela Vive 4,1,"[['ADL', '6Ywb1no2hXLazjIs4LUiQD'], ['MC Cabelinho', '1WQBwwssN6r8DSjUlkyUGW'], ['Kmila Cdd', '5pTtdzoyljdOQnTLVULZvv'], ['Orochi', '3rfM2cGqF6DB0kUyytMkXx'], ['César Mc', '19JY4BpaJkAlSR4iDxB1MX'], ['Edi Rock', '2fYAyTS2erZgqEHKHYqgi2']]",Favela Vive 4,55,3gi7gH8JbG0QdBM4Suf3lr,0.498,0.498,8,-8.809,1,0.424,0.42,0.0,0.101,0.367,76.093,audio_features,3gi7gH8JbG0QdBM4Suf3lr,spotify:track:3gi7gH8JbG0QdBM4Suf3lr,https://api.spotify.com/v1/tracks/3gi7gH8JbG0QdBM4Suf3lr,https://api.spotify.com/v1/audio-analysis/3gi7gH8JbG0QdBM4Suf3lr,759036,1
